id,code,message,screen_name
124238190,63,User has been suspended.,Maroantsetra
3682988954,63,User has been suspended.,BrahamSuper
511609831,63,User has been suspended.,esaludables
70239974,63,User has been suspended.,ajotass
1074293948590510080,63,User has been suspended.,pedro_fr50
2186644472,63,User has been suspended.,_F4TSo__
3187639573,63,User has been suspended.,rizwan_koty
1038427937085825024,63,User has been suspended.,_V0nte
556840897,63,User has been suspended.,kyo_ko_cocoro
938076051158290432,63,User has been suspended.,dorisolaitan_
3912507260,63,User has been suspended.,airchhatarpur
736528334608158724,63,User has been suspended.,Joansagala
2733873137,63,User has been suspended.,dramaIovesme
1009231769277591552,63,User has been suspended.,seunzgmo
1249898082587701250,63,User has been suspended.,mayomades
281746623,63,User has been suspended.,swkgang
1563034826,63,User has been suspended.,JedidahJacobson
